Year;Region;RegionCode;Country;CountryCode;DataCategory;DataCategoryCode;IndicatorCoverageAndDisaggregation;DataAvailableLast5Years;DataAvailableLast10Years;FirstAdministrativeLevel;SecondAdministrativeLevel;CoverageSubscore;MachineReadability;NonProprietary;DownloadOptions;MetadataAvailability;TermsOfUse;OpennessSubscore;OverallScore
2020;Southern Asia;ASZ;Afghanistan;AFG;Environment statistics;2;2;1,5;1,5;0;0;5;0,5;3;0;1,5;0;5;10
2017;South-Eastern Asia;ASE;Lao PDR;LAO;Environment statistics;2;1,5;1,5;1;1;0;5;0;2,5;0,5;2;0;5;10
2016;South-Eastern Asia;ASE;Vietnam;VNM;Environment statistics;2;1,5;1,5;1,5;0,5;0;5;0,5;3;0,5;1;0;5;10
2022;Middle Africa;AFM;Equatorial Guinea;GNQ;Environment statistics;2;2;1;1,5;0,5;0;5;0;3;0,5;1,5;0;5;10
2016;South America;AMZ;Argentina;ARG;Environment statistics;2;2,5;1;0,5;1;0;5;3;0;0;1,5;0;4,5;9,5
2017;Caribbean;AMC;St. Lucia;LCA;Social statistics;3;2;1,5;1,5;0;0;5;0;3;1,5;0;0;4,5;9,5
2016;South-Eastern Asia;ASE;Cambodia;KHM;Economic and financial statistics;1;2;1,5;1;0,5;0;5;0,5;3;0;0,5;0;4;9
2020;Pacific Islands;OPI;Palau;PLW;Environment statistics;2;2;1;1;1;0;5;0;2;1;1;0;4;9
2022;Western Asia;ASW;Syrian Arab Republic;SYR;Environment statistics;2;1,5;1,5;1,5;0,5;0;5;1;1;0;1;0;3;8
2022;Eastern Africa;AFE;Djibouti;DJI;Environment statistics;2;1,5;1;1;1,5;0;5;0;2;0;1;0;3;8
2015;Eastern Africa;AFE;Ethiopia;ETH;Environment statistics;2;2;1,5;1,5;0;0;5;1,5;0;0;1,5;0;3;8
2015;Middle Africa;AFM;Cameroon;CMR;Environment statistics;2;1,5;1,5;1,5;0,5;0;5;0;0;0;2;0;2;7
2015;Pacific Islands;OPI;Marshall Islands;MHL;Environment statistics;2;2,5;0;2;0,5;0;5;0;0;0;1,5;0;1,5;6,5
2024;Eastern Asia;ASF;Macao SAR, China;MAC;Environment statistics;2;1,5;1,5;1,5;0;0;4,5;4;4;1;1,5;2;12,5;17
2020;Pacific Islands;OPI;Micronesia, Fed. Sts.;FSM;Social statistics;3;2,5;0,5;0;1,5;0;4,5;3,5;4;2;2;0;11,5;16
2016;Western Asia;ASW;Oman;OMN;Environment statistics;2;1,5;1,5;1,5;0;0;4,5;3;3;1,5;0,5;3;11;15,5
2018;Eastern Africa;AFE;South Sudan;SSD;Economic and financial statistics;1;2,5;1;0,5;0,5;0;4,5;1;5;2,5;2,5;0;11;15,5
2020;Western Africa;AFW;Burkina Faso;BFA;Environment statistics;2;2;0,5;0,5;1,5;0;4,5;2;3;2;1,5;2;10,5;15
2017;Western Asia;ASW;Oman;OMN;Environment statistics;2;1,5;1,5;1,5;0;0;4,5;2;2;2;1;2;9;13,5
2022;Western Africa;AFW;Cote d'Ivoire;CIV;Economic and financial statistics;1;2,5;1;1;0;0;4,5;1;4;1,5;1,5;0;8;12,5
2024;Southern Africa;AFZ;Eswatini;SWZ;Environment statistics;2;2,5;1,5;0,5;0;0;4,5;1;4;2;1;0;8;12,5
2017;Eastern Africa;AFE;Malawi;MWI;Environment statistics;2;2;1;1;0,5;0;4,5;1,5;2;1,5;1,5;1,5;8;12,5
2018;Caribbean;AMC;St. Vincent & Grenadines;VCT;Environment statistics;2;3;0;0,5;1;0;4,5;0;4;2;2;0;8;12,5
2016;Western Asia;ASW;Bahrain;BHR;Environment statistics;2;1,5;1;1;1;0;4,5;2;3;1;1,5;0;7,5;12
2022;Pacific Islands;OPI;Papua New Guinea;PNG;Environment statistics;2;2;1;0,5;1;0;4,5;1,5;3;1,5;1,5;0;7,5;12
2024;Pacific Islands;OPI;Tonga;TON;Environment statistics;2;2;1;0;1,5;0;4,5;0,5;3;1,5;2;0,5;7,5;12
2022;Pacific Islands;OPI;Micronesia, Fed. Sts.;FSM;Social statistics;3;2;0,5;0,5;1,5;0;4,5;1,5;3;1,5;1,5;0;7,5;12
2016;Eastern Africa;AFE;Mozambique;MOZ;Environment statistics;2;2;1;1;0,5;0;4,5;3;3;1,5;0;0;7,5;12
2024;Caribbean;AMC;St. Vincent & Grenadines;VCT;Environment statistics;2;1,5;1,5;1,5;0;0;4,5;0;3;0;1,5;3;7,5;12
2022;Western Europe;EUW;Monaco;MCO;Environment statistics;2;1,5;1,5;1,5;0;0;4,5;0;4;1;2;0;7;11,5
2024;Middle Africa;AFM;Equatorial Guinea;GNQ;Environment statistics;2;1,5;1,5;1;0,5;0;4,5;0;3;1,5;2;0;6,5;11
2018;Caribbean;AMC;The Bahamas;BHS;Environment statistics;2;2,5;1;1;0;0;4,5;0;3;1,5;2;0;6,5;11
2024;Northern Africa;AFN;Algeria;DZA;Environment statistics;2;2;0,5;1,5;0,5;0;4,5;0;3;1,5;1,5;0;6;10,5
2018;Northern Africa;AFN;Algeria;DZA;Environment statistics;2;2;0,5;1;1;0;4,5;0,5;2,5;1,5;1,5;0;6;10,5
2018;Eastern Africa;AFE;Malawi;MWI;Environment statistics;2;1,5;1;1;0,5;0,5;4,5;1;2;1;1;1;6;10,5
2017;Central Asia;ASC;Turkmenistan;TKM;Environment statistics;2;2,5;0,5;1,5;0;0;4,5;0;3;1,5;1,5;0;6;10,5
2017;Caribbean;AMC;Anguilla;AIA;Social statistics;3;2;1;1,5;0;0;4,5;0;3;1,5;1,5;0;6;10,5
2022;Western Asia;ASW;Yemen;YEM;Environment statistics;2;1,5;1;1;1;0;4,5;3;0;1;1,5;0;5,5;10
2016;Western Africa;AFW;The Gambia;GMB;Economic and financial statistics;1;2;1,5;1;0;0;4,5;0;3;0;2,5;0;5,5;10
2024;Western Africa;AFW;Guinea-Bissau;GNB;Environment statistics;2;2;1;0,5;1;0;4,5;0;3;1;1,5;0;5,5;10
2016;Western Africa;AFW;Liberia;LBR;Environment statistics;2;1,5;1;1;1;0;4,5;1,5;2;1,5;0,5;0;5,5;10
2017;Southern Africa;AFZ;Namibia;NAM;Environment statistics;2;2;1;0,5;1;0;4,5;0;3;0,5;2;0;5,5;10
2024;Caribbean;AMC;The Bahamas;BHS;Environment statistics;2;1,5;1,5;1,5;0;0;4,5;0;3;0,5;2;0;5,5;10
2018;Western Asia;ASW;Iraq;IRQ;Environment statistics;2;2;1;0,5;1;0;4,5;0;3;1;1;0;5;9,5
2018;South-Eastern Asia;ASE;Cambodia;KHM;Environment statistics;2;1,5;1,5;0,5;1;0;4,5;0,5;2;1;1,5;0;5;9,5
2016;Western Africa;AFW;Mauritania;MRT;Environment statistics;2;2;1,5;1;0;0;4,5;0;3;0;1,5;0;4,5;9
2015;Central Asia;ASC;Tajikistan;TJK;Environment statistics;2;2;1,5;1;0;0;4,5;1,5;0;0;1;2;4,5;9
2016;Western Africa;AFW;Mali;MLI;Environment statistics;2;1,5;1;1;1;0;4,5;0,5;2;0,5;0,5;0,5;4;8,5
2016;South-Eastern Asia;ASE;Cambodia;KHM;Environment statistics;2;2;0,5;0;2;0;4,5;1;2;0;1;0;4;8,5
2018;Eastern Africa;AFE;Zambia;ZMB;Environment statistics;2;1,5;1;0,5;1,5;0;4,5;0;2;0;1;1;4;8,5
2016;Central America;AMM;Costa Rica;CRI;Economic and financial statistics;1;1,5;1,5;1,5;0;0;4,5;2;0;0;2;0;4;8,5
2015;South-Eastern Asia;ASE;Malaysia;MYS;Environment statistics;2;1,5;1,5;1,5;0;0;4,5;2,5;0;0;1;0;3,5;8
2016;Pacific Islands;OPI;Papua New Guinea;PNG;Economic and financial statistics;1;2,5;1;0;1;0;4,5;1;2;0;0,5;0;3,5;8
2020;Eastern Africa;AFE;Djibouti;DJI;Environment statistics;2;1,5;1;0,5;1,5;0;4,5;0;2;0,5;1;0;3,5;8
2020;Eastern Africa;AFE;Ethiopia;ETH;Environment statistics;2;1,5;1;1;0,5;0,5;4,5;0;2;0,5;1;0;3,5;8
2015;South America;AMZ;Ecuador;ECU;Economic and financial statistics;1;1,5;1;1;1;0;4,5;1,5;0;0,5;1;0;3;7,5
2015;Pacific Islands;OPI;Papua New Guinea;PNG;Economic and financial statistics;1;2;1,5;0,5;0,5;0;4,5;1;1;0;1;0;3;7,5
2024;Eastern Africa;AFE;Djibouti;DJI;Environment statistics;2;1,5;1;0,5;1,5;0;4,5;0;2;0;1;0;3;7,5
2020;Eastern Africa;AFE;Mozambique;MOZ;Environment statistics;2;1,5;1,5;1,5;0;0;4,5;0;2;0;1;0;3;7,5
2018;Eastern Africa;AFE;Mozambique;MOZ;Environment statistics;2;1,5;1,5;1,5;0;0;4,5;0;2;0;1;0;3;7,5
2017;Eastern Africa;AFE;Mozambique;MOZ;Environment statistics;2;1,5;1,5;1,5;0;0;4,5;0;2;0;1;0;3;7,5
2017;Eastern Africa;AFE;Zambia;ZMB;Environment statistics;2;1,5;1;0,5;1,5;0;4,5;0;2;0;1;0;3;7,5
2015;South-Eastern Asia;ASE;Malaysia;MYS;Social statistics;3;1,5;1,5;1;0,5;0;4,5;1;0,5;0;1;0;2,5;7
2015;Northern Africa;AFN;Algeria;DZA;Environment statistics;2;1,5;1,5;1,5;0;0;4,5;0,5;0;0;1,5;0;2;6,5
2015;Middle Africa;AFM;Congo, Dem. Rep.;COD;Economic and financial statistics;1;1,5;1,5;1;0,5;0;4,5;0;0;0;1,5;0;1,5;6
2018;Caribbean;AMC;Trinidad and Tobago;TTO;Social statistics;3;2,5;0;0,5;1;0;4;2,5;4;2,5;2,5;0;11,5;15,5
2022;Caribbean;AMC;St. Lucia;LCA;Environment statistics;2;2;1;1;0;0;4;1,5;3;1,5;1,5;3;10,5;14,5
2015;Western Africa;AFW;Cote d'Ivoire;CIV;Environment statistics;2;1,5;1;1,5;0;0;4;2,5;2,5;2;1;1,5;9,5;13,5
2017;Southern Europe;EUZ;Malta;MLT;Environment statistics;2;2,5;0;0;1,5;0;4;0;3;1,5;2;3;9,5;13,5
2018;Middle Africa;AFM;Sao Tome and Principe;STP;Social statistics;3;1,5;1;1,5;0;0;4;3;3;3;0;0;9;13
2024;Eastern Africa;AFE;Somalia;SOM;Environment statistics;2;2;1;0,5;0,5;0;4;0,5;3;1,5;1,5;2,5;9;13
2022;Caribbean;AMC;St. Vincent & Grenadines;VCT;Environment statistics;2;2;1;1;0;0;4;1,5;3;1;1,5;2;9;13
2017;Central Asia;ASC;Turkmenistan;TKM;Economic and financial statistics;1;2,5;0;1,5;0;0;4;0;4;2;2;0;8;12
2020;Caribbean;AMC;The Bahamas;BHS;Environment statistics;2;2,5;0;1,5;0;0;4;0;4;2;2;0;8;12
2024;Eastern Africa;AFE;Madagascar;MDG;Environment statistics;2;2;0,5;0,5;1;0;4;0,5;3;1,5;2;0;7;11
2022;Caribbean;AMC;Aruba;ABW;Environment statistics;2;1,5;1,5;1;0;0;4;1,5;3;0,5;2;0;7;11
2022;Western Africa;AFW;Cote d'Ivoire;CIV;Environment statistics;2;2,5;0;1,5;0;0;4;0;4;0,5;2;0;6,5;10,5
2018;Middle Africa;AFM;Congo, Rep.;COG;Environment statistics;2;2,5;0;0;1,5;0;4;0;3;1,5;2;0;6,5;10,5
2018;Southern Asia;ASZ;Maldives;MDV;Environment statistics;2;1,5;1;0,5;1;0;4;2;2;0,5;1,5;0;6;10
2018;Southern Africa;AFZ;Eswatini;SWZ;Economic and financial statistics;1;2;1;1;0;0;4;0;3;1,5;1,5;0;6;10
2022;Eastern Africa;AFE;Madagascar;MDG;Environment statistics;2;1,5;1;1;0,5;0;4;0;3;1,5;1,5;0;6;10
2017;Western Africa;AFW;The Gambia;GMB;Environment statistics;2;1,5;1;1;0;0,5;4;0;3;1;1,5;0;5,5;9,5
2017;Western Africa;AFW;Togo;TGO;Environment statistics;2;1,5;1;1;0,5;0;4;1,5;2;1,5;0,5;0;5,5;9,5
2024;Middle Africa;AFM;Gabon;GAB;Environment statistics;2;2,5;0;1,5;0;0;4;0;3;1;1,5;0;5,5;9,5
2016;Central America;AMM;Belize;BLZ;Environment statistics;2;2;0;1;1;0;4;1;3;0;1,5;0;5,5;9,5
2018;Western Africa;AFW;Liberia;LBR;Environment statistics;2;1,5;0,5;1;1;0;4;1;2;1;1;0;5;9
2018;Western Africa;AFW;Togo;TGO;Environment statistics;2;1,5;1;1;0,5;0;4;1;2;1,5;0,5;0;5;9
2018;Eastern Africa;AFE;South Sudan;SSD;Environment statistics;2;1,5;0;0,5;1,5;0,5;4;1;2;1;1;0;5;9
2017;Eastern Africa;AFE;South Sudan;SSD;Environment statistics;2;1,5;0;0,5;1,5;0,5;4;1;2;1;1;0;5;9
2017;Western Asia;ASW;Syrian Arab Republic;SYR;Environment statistics;2;2,5;0;1;0,5;0;4;0;3;1,5;0;0;4,5;8,5
2016;Southern Asia;ASZ;Maldives;MDV;Environment statistics;2;1,5;1;0,5;1;0;4;2;2;0;0,5;0;4,5;8,5
2018;South America;AMZ;Guyana;GUY;Environment statistics;2;1,5;1,5;1;0;0;4;0;2;1;1,5;0;4,5;8,5
2016;Pacific Islands;OPI;Fiji;FJI;Environment statistics;2;2;1;1;0;0;4;0;3;0;1,5;0;4,5;8,5
2017;Northern Africa;AFN;Sudan;SDN;Social statistics;3;2;1;1;0;0;4;0;3;0,5;1;0;4,5;8,5
2018;Caribbean;AMC;St. Lucia;LCA;Social statistics;3;2,5;0;1,5;0;0;4;0;3;1,5;0;0;4,5;8,5
2018;Western Africa;AFW;Burkina Faso;BFA;Environment statistics;2;1,5;1;0,5;1;0;4;0;2;1;1;0;4;8
2020;Southern Europe;EUZ;San Marino;SMR;Social statistics;3;1;1;1;1;0;4;0;2;1;1;0;4;8
2016;Southern Africa;AFZ;Botswana;BWA;Environment statistics;2;1,5;1;1;0,5;0;4;0;2;0;1;1;4;8
2016;Pacific Islands;OPI;Marshall Islands;MHL;Environment statistics;2;2;1;0,5;0,5;0;4;0;3;0;1;0;4;8
2020;Northern Africa;AFN;Libya;LBY;Environment statistics;2;2;1;1;0;0;4;0;0;2;2;0;4;8
2020;Middle Africa;AFM;Gabon;GAB;Environment statistics;2;1,5;1,5;1;0;0;4;0;2;1;1;0;4;8
2016;Caribbean;AMC;Trinidad and Tobago;TTO;Social statistics;3;2;1;1;0;0;4;0;2;0;1;1;4;8
2016;Middle Africa;AFM;Chad;TCD;Environment statistics;2;1,5;1;0,5;1;0;4;0;2;0;1,5;0;3,5;7,5
2015;Western Africa;AFW;Liberia;LBR;Environment statistics;2;1,5;1;1;0,5;0;4;1;0;1;1;0;3;7
2016;Western Africa;AFW;Ghana;GHA;Environment statistics;2;1,5;1;0,5;1;0;4;0;2;0;0,5;0;2,5;6,5
2017;Northern Africa;AFN;Sudan;SDN;Environment statistics;2;1,5;1;1,5;0;0;4;0;1,5;0;1;0;2,5;6,5
2015;Eastern Africa;AFE;Mozambique;MOZ;Environment statistics;2;1,5;1;1,5;0;0;4;0;0;0;2;0;2;6
2015;Middle Africa;AFM;Congo, Dem. Rep.;COD;Environment statistics;2;1,5;1,5;0;1;0;4;0;0;0;1,5;0;1,5;5,5
2015;Caribbean;AMC;Anguilla;AIA;Social statistics;3;1,5;0,5;1,5;0,5;0;4;0;0;0;1,5;0;1,5;5,5
2015;Southern Africa;AFZ;Namibia;NAM;Environment statistics;2;1,5;1;0,5;1;0;4;0;0;0;1;0;1;5
2015;Eastern Africa;AFE;Madagascar;MDG;Environment statistics;2;1,5;1;0,5;1;0;4;0;0;0;1;0;1;5
2015;Eastern Africa;AFE;Zambia;ZMB;Environment statistics;2;1,5;1;1;0,5;0;4;0;0;0;1;0;1;5
2015;Eastern Africa;AFE;Djibouti;DJI;Environment statistics;2;1,5;0;1,5;1;0;4;0;0;0;0;0;0;4
2015;Central Asia;ASC;Turkmenistan;TKM;Environment statistics;2;1;1;1;0,5;0,5;4;0;0;0;0;0;0;4
2017;Caribbean;AMC;Trinidad and Tobago;TTO;Social statistics;3;2,5;0,5;0,5;0;0;3,5;2;4;2,5;2,5;0;11;14,5
2020;Eastern Africa;AFE;South Sudan;SSD;Economic and financial statistics;1;1,5;1;1;0;0;3,5;3;3;3;1,5;0;10,5;14
2024;Eastern Africa;AFE;Comoros;COM;Environment statistics;2;1,5;0;0;1;1;3,5;2;2;2;1;2;9;12,5
2022;Eastern Africa;AFE;Somalia;SOM;Environment statistics;2;2;1,5;0;0;0;3,5;0;3;1,5;1,5;3;9;12,5
2018;Pacific Islands;OPI;Micronesia, Fed. Sts.;FSM;Social statistics;3;2;0,5;0;1;0;3,5;2;3;1,5;1,5;0;8;11,5
2024;Pacific Islands;OPI;Papua New Guinea;PNG;Environment statistics;2;2;1;0;0,5;0;3,5;1;3;1;1,5;1;7,5;11
2016;Western Asia;ASW;Israel;ISR;Environment statistics;2;1,5;1;0,5;0,5;0;3,5;2;2;0;2;1;7;10,5
2020;Caribbean;AMC;St. Kitts and Nevis;KNA;Environment statistics;2;1,5;0,5;0,5;1;0;3,5;2;1;1;1;2;7;10,5
2020;Southern Europe;EUZ;Andorra;AND;Environment statistics;2;1;1;1;0,5;0;3,5;2;2;1,5;1;0;6,5;10
2016;Western Europe;EUW;France;FRA;Environment statistics;2;1,5;1;1;0;0;3,5;2;1;0;2;1;6;9,5
2017;Western Africa;AFW;Guinea-Bissau;GNB;Environment statistics;2;1,5;1;1;0;0;3,5;1,5;2;1,5;1;0;6;9,5
2017;Western Africa;AFW;Liberia;LBR;Environment statistics;2;1,5;0,5;1;0,5;0;3,5;1,5;2;1,5;1;0;6;9,5
2017;Southern Asia;ASZ;Maldives;MDV;Environment statistics;2;1,5;1;0,5;0,5;0;3,5;2;2;1;1;0;6;9,5
2017;South-Eastern Asia;ASE;Cambodia;KHM;Environment statistics;2;1,5;0,5;0;1,5;0;3,5;1;2;1;2;0;6;9,5
2017;Pacific Islands;OPI;Marshall Islands;MHL;Environment statistics;2;2;0,5;0,5;0,5;0;3,5;0;3;1,5;1,5;0;6;9,5
2024;Northern Africa;AFN;Libya;LBY;Environment statistics;2;2;0;1;0,5;0;3,5;0;3;1,5;1,5;0;6;9,5
2024;Caribbean;AMC;Grenada;GRD;Environment statistics;2;2;0,5;1;0;0;3,5;0;3;1,5;1,5;0;6;9,5
2022;Southern Asia;ASZ;Maldives;MDV;Environment statistics;2;1,5;0,5;0,5;1;0;3,5;2;2;0,5;1;0;5,5;9
2016;Caribbean;AMC;Haiti;HTI;Economic and financial statistics;1;1,5;1;1;0;0;3,5;0;3;0;2,5;0;5,5;9
2016;South-Eastern Asia;ASE;Lao PDR;LAO;Environment statistics;2;1;1;0,5;1;0;3,5;0;2;0,5;1,5;1;5;8,5
2020;Pacific Islands;OPI;Micronesia, Fed. Sts.;FSM;Environment statistics;2;2;0,5;0;1;0;3,5;1;2;1;1;0;5;8,5
2017;South America;AMZ;Guyana;GUY;Environment statistics;2;1,5;1;1;0;0;3,5;0;2;1;1,5;0;4,5;8
2017;Pacific Islands;OPI;Fiji;FJI;Environment statistics;2;2;1;0,5;0;0;3,5;0;2;1;1;0;4;7,5
2022;Pacific Islands;OPI;Marshall Islands;MHL;Environment statistics;2;1,5;0,5;0,5;1;0;3,5;0;2;1;1;0;4;7,5
2017;Middle Africa;AFM;Angola;AGO;Environment statistics;2;1,5;1;0,5;0,5;0;3,5;0,5;2;0,5;1;0;4;7,5
2016;Middle Africa;AFM;Angola;AGO;Environment statistics;2;1,5;1;0,5;0,5;0;3,5;0,5;2;0,5;1;0;4;7,5
2022;Middle Africa;AFM;Central African Republic;CAF;Environment statistics;2;1,5;1;0,5;0,5;0;3,5;0;2;0,5;1,5;0;4;7,5
2016;Eastern Africa;AFE;Ethiopia;ETH;Environment statistics;2;1,5;0,5;0,5;1;0;3,5;0;2;0;2;0;4;7,5
2016;Eastern Africa;AFE;Zimbabwe;ZWE;Environment statistics;2;1,5;1;0;1;0;3,5;0;3;0;1;0;4;7,5
2017;Eastern Africa;AFE;Ethiopia;ETH;Environment statistics;2;1,5;0,5;0,5;1;0;3,5;0;2;0,5;1;0;3,5;7
2015;Western Africa;AFW;Guinea-Bissau;GNB;Environment statistics;2;1,5;0,5;1;0,5;0;3,5;1;1;1;0;0;3;6,5
2016;Western Africa;AFW;Sierra Leone;SLE;Environment statistics;2;2;1;0,5;0;0;3,5;0;2;0;1;0;3;6,5
2016;Caribbean;AMC;Anguilla;AIA;Social statistics;3;1,5;1;1;0;0;3,5;0;2;0;1;0;3;6,5
2015;Pacific Islands;OPI;Solomon Islands;SLB;Environment statistics;2;1,5;0,5;1;0,5;0;3,5;1;0;0;1;0;2;5,5
2016;Caribbean;AMC;Jamaica;JAM;Environment statistics;2;1,5;0,5;0;1,5;0;3,5;0;1;0;1;0;2;5,5
2015;Western Africa;AFW;Benin;BEN;Environment statistics;2;1,5;0,5;0,5;1;0;3,5;0;0;0;1,5;0;1,5;5
2015;Central America;AMM;El Salvador;SLV;Environment statistics;2;1;1;1;0,5;0;3,5;0,5;0;0;0,5;0;1;4,5
2022;Eastern Asia;ASF;Macao SAR, China;MAC;Environment statistics;2;1;1;1;0;0;3;3;3;0,5;1,5;1,5;9,5;12,5
2022;Caribbean;AMC;St. Kitts and Nevis;KNA;Environment statistics;2;1;1;1;0;0;3;2;2;0,5;1;2;7,5;10,5
2016;Middle Africa;AFM;Sao Tome and Principe;STP;Environment statistics;2;1,5;1;0,5;0;0;3;2;2;1;0;2;7;10
2024;Caribbean;AMC;Anguilla;AIA;Environment statistics;2;1;1;1;0;0;3;2;2;1;2;0;7;10
2018;Eastern Asia;ASF;Macao SAR, China;MAC;Environment statistics;2;1;1;1;0;0;3;2;2;0;1,5;1;6,5;9,5
2017;Eastern Asia;ASF;Macao SAR, China;MAC;Environment statistics;2;1;1;1;0;0;3;2;2;0;1,5;1;6,5;9,5
2022;Caribbean;AMC;The Bahamas;BHS;Environment statistics;2;2;0;1;0;0;3;0;3;1,5;2;0;6,5;9,5
2017;Pacific Islands;OPI;Micronesia, Fed. Sts.;FSM;Social statistics;3;2;0,5;0;0,5;0;3;2;2;1;1;0;6;9
2022;Middle Africa;AFM;Congo, Dem. Rep.;COD;Environment statistics;2;2;0;1;0;0;3;0;3;1,5;1,5;0;6;9
2018;Middle Africa;AFM;Sao Tome and Principe;STP;Environment statistics;2;1,5;1;0,5;0;0;3;2;2;2;0;0;6;9
2017;Middle Africa;AFM;Sao Tome and Principe;STP;Environment statistics;2;1,5;1;0,5;0;0;3;2;2;2;0;0;6;9
2017;Middle Africa;AFM;Gabon;GAB;Social statistics;3;2;0;0,5;0,5;0;3;0;3;1,5;1,5;0;6;9
2022;Caribbean;AMC;Anguilla;AIA;Environment statistics;2;1;1;1;0;0;3;2;2;1;1;0;6;9
2017;Southern Africa;AFZ;Eswatini;SWZ;Social statistics;3;1,5;1,5;0;0;0;3;0;2,5;1,5;1,5;0;5,5;8,5
2016;Western Africa;AFW;Cabo Verde;CPV;Environment statistics;2;1,5;0,5;0,5;0,5;0;3;1,5;2;1;0,5;0;5;8
2017;Southern Europe;EUZ;Andorra;AND;Environment statistics;2;1;0,5;1;0,5;0;3;2;1;1;1;0;5;8
2015;Southern Asia;ASZ;Maldives;MDV;Environment statistics;2;1,5;0,5;1;0;0;3;2;0;0;2,5;0,5;5;8
2015;South America;AMZ;Guyana;GUY;Environment statistics;2;1,5;0;1;0,5;0;3;2;0;0;1,5;1,5;5;8
2018;Pacific Islands;OPI;Micronesia, Fed. Sts.;FSM;Environment statistics;2;1,5;0,5;0;1;0;3;1;2;1;1;0;5;8
2022;Eastern Africa;AFE;Seychelles;SYC;Environment statistics;2;1;1;1;0;0;3;0;3;0,5;1,5;0;5;8
2024;Caribbean;AMC;St. Kitts and Nevis;KNA;Environment statistics;2;1;1;1;0;0;3;0;2;0;1;2;5;8
2015;Western Asia;ASW;Lebanon;LBN;Environment statistics;2;2;0,5;0;0,5;0;3;2;0;0;2,5;0;4,5;7,5
2016;Southern Africa;AFZ;Eswatini;SWZ;Economic and financial statistics;1;1;1;1;0;0;3;0;2;0;2;0,5;4,5;7,5
2018;Eastern Africa;AFE;Djibouti;DJI;Environment statistics;2;1,5;1;0,5;0;0;3;0;2;0,5;1;1;4,5;7,5
2020;Caribbean;AMC;Anguilla;AIA;Social statistics;3;1,5;0,5;1;0;0;3;0;2;1;1,5;0;4,5;7,5
2018;Southern Asia;ASZ;Afghanistan;AFG;Environment statistics;2;1,5;1;0,5;0;0;3;0;2;0,5;1,5;0;4;7
2020;Southern Africa;AFZ;Eswatini;SWZ;Economic and financial statistics;1;1,5;0,5;1;0;0;3;0;2;1;1;0;4;7
2017;Southern Africa;AFZ;Eswatini;SWZ;Economic and financial statistics;1;1;1;1;0;0;3;0;2;1;1;0;4;7
2015;Southern Africa;AFZ;Eswatini;SWZ;Social statistics;3;2;0;1;0;0;3;0;0;2;2;0;4;7
2017;Pacific Islands;OPI;Kiribati;KIR;Environment statistics;2;1,5;0,5;1;0;0;3;0;2;1;1;0;4;7
2017;Pacific Islands;OPI;Vanuatu;VUT;Environment statistics;2;1,5;0,5;0;1;0;3;0;2;1;1;0;4;7
2022;Middle Africa;AFM;Gabon;GAB;Environment statistics;2;1,5;1;0,5;0;0;3;0;2;1;1;0;4;7
2020;Caribbean;AMC;Haiti;HTI;Economic and financial statistics;1;1;1;1;0;0;3;0;2;1;1;0;4;7
2024;Western Africa;AFW;Liberia;LBR;Environment statistics;2;1,5;0,5;0;1;0;3;0;2;1;0,5;0;3,5;6,5
2022;Southern Europe;EUZ;San Marino;SMR;Environment statistics;2;1;1;1;0;0;3;0;2;0,5;1;0;3,5;6,5
2020;Southern Europe;EUZ;San Marino;SMR;Environment statistics;2;1;1;1;0;0;3;0;2;0,5;1;0;3,5;6,5
2016;Eastern Africa;AFE;Madagascar;MDG;Economic and financial statistics;1;2;1;0;0;0;3;0;2;0;1,5;0;3,5;6,5
2017;Central Asia;ASC;Turkmenistan;TKM;Social statistics;3;1,5;0,5;0,5;0,5;0;3;0;1,5;1;1;0;3,5;6,5
2022;Caribbean;AMC;Haiti;HTI;Economic and financial statistics;1;1;1;1;0;0;3;0;2;0,5;1;0;3,5;6,5
2015;Pacific Islands;OPI;Fiji;FJI;Environment statistics;2;1,5;1;0,5;0;0;3;0;0;0;2;1;3;6
2016;Pacific Islands;OPI;Vanuatu;VUT;Environment statistics;2;1,5;0,5;0;1;0;3;0;2;0;1;0;3;6
2016;Middle Africa;AFM;Gabon;GAB;Environment statistics;2;2;0;0,5;0,5;0;3;0;2;0;1;0;3;6
2016;Eastern Africa;AFE;Djibouti;DJI;Environment statistics;2;1,5;1;0,5;0;0;3;0,5;2;0,5;0;0;3;6
2016;Eastern Africa;AFE;Zambia;ZMB;Environment statistics;2;1,5;0,5;0;1;0;3;0;2;0;1;0;3;6
2024;Central Asia;ASC;Turkmenistan;TKM;Economic and financial statistics;1;1;1;1;0;0;3;0;2;0;1;0;3;6
2024;Central America;AMM;El Salvador;SLV;Environment statistics;2;2;1;0;0;0;3;0;2;0;1;0;3;6
2017;Central America;AMM;Nicaragua;NIC;Environment statistics;2;1,5;0;1;0,5;0;3;0;2;0;1;0;3;6
2016;Caribbean;AMC;St. Lucia;LCA;Environment statistics;2;1,5;0,5;0,5;0,5;0;3;0;2;0;0;1;3;6
2015;Western Africa;AFW;Mauritania;MRT;Environment statistics;2;1;1;1;0;0;3;0,5;0;0,5;1,5;0;2,5;5,5
2015;Western Africa;AFW;Sierra Leone;SLE;Environment statistics;2;2;1;0;0;0;3;0;0;0;2,5;0;2,5;5,5
2022;Pacific Islands;OPI;Tuvalu;TUV;Environment statistics;2;1;0,5;0,5;1;0;3;0,5;1;0,5;0,5;0;2,5;5,5
